ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_jas24
2024,07,18605,1,0040,1,1,202407186051004013,1,3,5,2, ,1,2,17,3,3,16,1,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,11, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,873.591424543043
2024,07,26895,1,0027,1,1,202407268951002711,1,1,1,1,2, ,1,74,1,1,23,1,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,869.359856006233
2024,07,26895,1,0027,1,1,202407268951002712,1,2,2,1,2, ,2,60,2,2,7,6,1964,1, , , , , , , , , , , , , , , ,2611,6910,2, ,2,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,3,1,4,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , , ,5000,5000,5000,1,763.143691688274
2024,07,26895,1,0029,1,1,202407268951002911,1,1,1,1,2, ,1,79,1,1,10,4,1945,1, , , , , , , , , , , , , , , ,3314,5610,3,5,1, ,1,3,0,8,8,8,8,8,8,48, ,48,1, ,1,2,2,2,4,3500, , , , , , , , , , , , , , ,1,3,1,4,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,1,3500, , , , , , , , ,3500,3500,3500,1,869.359856006233
2024,07,26895,1,0029,1,1,202407268951002912,1,2,2,1,2, ,2,68,2,2,27,5,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,4, , ,1,3,1,3,1,4,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,763.143691688274
2024,07,26895,1,0029,1,1,202407268951002913,1,3,3,1,2, ,2,37,3,3,15,1,1987,1, , , , , , , , , , , , , , , ,2421,6110,3,5,1, ,5,3000,0,9,9,9,9,5,0,41, ,41,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,3001,8000,8000,11001,1,968.795768843445
2024,07,47914,1,0083,1,1,202407479141008311,1,1,1,1,2, ,1,44,1,1,12,1,1980,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,7,11,11,11,11,11,12,74, ,74,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,5,4, ,2,2,2,2,2,2,10,6,1, , ,1500, , , , , , ,1500,1500,1500,1,900.587941786755
2024,07,47914,1,0083,1,1,202407479141008312,1,2,2,1,2, ,2,46,2,2,29,9,1977,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,9,9,9,9,9,6,51, ,51,1, ,1,2,2,2,4,1050,15, , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,1050,450, , , , , , , ,1500,1500,1500,1,705.861942868719
2024,07,47914,1,0083,1,1,202407479141008313,1,3,3,1,2, ,1,18,3,3,6,4,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,2,13,5,1,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,816.521058177066
2024,07,47914,1,0084,1,1,202407479141008411,1,1,1,1,2, ,1,39,1,2,1,6,1985,1, , , , , , , , , , , , , , , ,7352,1410,2, ,2,2,1,1,6,9,9,9,9,9,9,60, ,60,1, ,1,2,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1, , ,1150, , , , , , ,1150,1150,1150,1,900.587941786755
2024,07,47914,1,0084,1,1,202407479141008412,1,2,2,1,2, ,2,35,2,2,5,2,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , , , ,1,896.077725711136
2024,07,47914,1,0089,1,1,202407479141008911,1,1,1,1,2, ,2,57,1,1,4,12,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,7, , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,705.861942868719
2024,07,47914,1,0089,1,1,202407479141008912,1,2,3,1,2, ,1,23,2,2,18,4,2001,1, , , , , , , , , , , , , , , ,220,8423,3,1, , ,5,1000,0,8,16,8,16,8,16,72, ,72,1, ,2, ,2,2,4,3100,15, , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,3100,450, , , , , , ,92,3550,3550,3642,1,816.521058177066
2024,07,1794302,1,0051,1,1,20240417943021005111,1,1,1,1,2, ,1,45,1,1,26,10,1978,1, , , , , , , , , , , , , , , ,7127,4322,2, ,3,2,1,1,0,0,0,5,5,5,5,20, ,20,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1100, , , , , , ,1100,1100,1100,1,389.184090271886
2024,07,1794302,1,0051,1,1,20240417943021005112,1,2,2,1,2, ,2,44,2,2,22,12,1979,1, , , , , , , , , , , , , , , ,9533,4799,2, ,3,2,1,1,2,2,2,2,2,2,2,14, ,14,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,100, , , , , , ,100,100,100,1,433.698309568466
2024,07,1794302,1,0052,1,1,20240417943021005211,1,1,1,1,2, ,1,70,1,1,15,10,1953,1, , , , , , , , , , , , , , , ,7128,4330,3,5,3,2,1,3,0,0,6,6,0,0,0,12, ,12,1, ,1,1,1,1,2,80, , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,346, , , , , , , , ,346,346,346,1,389.184090271886
2024,07,1794302,1,0053,1,1,20240417943021005311,1,1,1,1,2, ,2,38,1,1,15,11,1985,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,433.698309568466
2024,07,1794302,1,0053,1,1,20240417943021005312,1,2,2,1,2, ,1,32,2,2,6,4,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,4,1,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,435.881237490519
2024,07,1794302,1,0054,1,1,20240417943021005411,1,1,1,1,2, ,1,22,1,1,27,1,2002,1, , , , , , , , , , , , , , , ,5230,5610,3,5,2,1,1,8,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2,4,1800,12, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,1800,360, , , , , , , ,2160,2160,2160,1,395.19317632565
2024,07,18306,1,0081,1,1,202304183061008111,1,1,1,1,2, ,2,37,1,1,27,4,1987,1, , , , , , , , , , , , , , , ,9533,4789,2, ,3,2,1,1,0,3,3,3,3,3,3,18, ,18,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1, , ,411, , , , , , ,411,411,411,1,514.646278138926
2024,07,18306,1,0082,1,1,202304183061008211,1,1,1,1,2, ,1,57,1,1,13,11,1966,1, , , , , , , , , , , , , , , ,7126,2511,3,5,3,2,1,3,0,8,0,8,0,0,0,16, ,16,1, ,1,1,1,1,2,80,24, , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,346,104, , , , , , , ,450,450,450,1,461.823666706477
2024,07,18306,1,0082,1,1,202304183061008212,1,2,2,1,2, ,2,59,2,2,22,9,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,405.399231957254
2024,07,18306,1,0082,1,1,202304183061008213,1,3,3,1,2, ,1,32,3,4,1,1,1992,1, , , , , , , , , , , , , , , ,9333,5224,2, ,3,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1516, , , , , , ,1516,1516,1516,1,517.236640392466
2024,07,18306,1,0082,1,1,202304183061008214,1,4,3,1,2, ,2,35,4,4,20,2,1989,1, , , , , , , , , , , , , , , ,5230,4220,3,5,1, ,3,60,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,1,4,2500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,624,2500,2500,3124,1,514.646278138926
2024,07,18306,1,0083,1,1,202304183061008311,1,1,1,1,2, ,1,39,1,1,15,1,1985,1, , , , , , , , , , , , , , , ,4415,8423,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,3700, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,3700, , , , , , , ,974,3700,3700,4674,1,517.236640392466
2024,07,18306,1,0083,1,1,202304183061008312,1,2,2,1,2, ,2,34,2,2,17,3,1990,1, , , , , , , , , , , , , , , ,5244,4661,3,5,1, ,5,2500,8,8,8,8,8,0,8,48, ,48,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1025, , , , , , , ,1505,1025,1025,2530,1,514.646278138926
2024,07,18306,1,0083,1,1,202304183061008313,1,3,3,1,2, ,2,17,3,3,6,3,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,11, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,502.564714561057
2024,07,18344,1,0044,1,1,202304183441004411,1,1,1,1,2, ,2,64,1,2,3,11,1959,1, , , , , , , , , , , , , , , ,9533,4789,2, ,3,2,1,1,5,5,5,5,5,5,0,30, ,30,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,350, , , , , , ,350,350,350,1,309.265467444441
2024,07,18344,1,0044,1,1,202304183441004412,1,2,3,1,2, ,1,29,2,2,16,6,1995,1, , , , , , , , , , , , , , , ,2611,9499,3,5,1, ,4,150,0,8,8,8,8,8,4,44, ,44,1, ,1,1,1,2,4,3500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,3500, , , , , , , , ,3500,3500,3500,1,394.582472685184
2024,07,18344,1,0045,1,1,202304183441004512,1,1,1,1,2, ,2,55,1,1,16,10,1968,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,5142,8690,2, ,3,2,1,1,0,0,0,0,0,0,2,2, ,2,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,80, , , , , , ,80,80,80,1,309.265467444441
2024,07,18344,1,0045,1,1,202304183441004511,1,2,2,1,2, ,1,78,2,2,4,5,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,1,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,352.309774913298
2024,07,18344,1,0045,1,1,202304183441004513,1,3,11,1,2, ,1,76,3,3,14,9,1947,1, , , , , , , , , , , , , , , ,9122,4520,2, ,3,2,1,1,8,8,8,8,8,8,8,56,12,68,1, ,1,1,1,1, , , , , , , ,100, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , ,2020, , ,100, , , ,2120,2020,2120,1,352.309774913298
2024,07,18344,1,0047,1,1,202304183441004711,1,1,1,1,2, ,1,69,1,2,21,12,1954,1, , , , , , , , , , , , , , , ,4110,5210,3,5,1, ,2,30,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000,700, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000,700, , , , , , ,1917,6700,6700,8617,1,352.309774913298
2024,07,18344,1,0047,1,1,202404183441004712,1,2,2,1,2, ,2,66,2,2,15,7,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,309.265467444441
2024,07,18357,1,0081,1,1,202307183571008111,1,1,1,1,2, ,1,65,1,1,1,8,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,3, , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,371.450696687132
2024,07,18357,1,0081,1,1,202307183571008112,1,2,2,1,2, ,2,65,2,2,31,8,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,1,6, , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,326.067800337869
2024,07,18357,1,0081,1,1,202307183571008113,1,3,5,1,2, ,1,20,3,1,27,4,2004,1, , , , , , , , , , , , , , , ,9629,7710,3,5,1, ,2,50,8,8,8,8,8,8,8,56, ,56,2,48,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1,1800, , , , , , , , ,1800,1800,1800,1,377.185975330111
2024,07,18357,1,0081,1,1,202307183571008114,1,4,5,1,2, ,2,15,4,4,8,11,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,3, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,404.219243862878
2024,07,18357,1,0083,1,1,202307183571008311,1,1,1,1,2, ,1,67,1,1,15,12,1956,1, , , , , , , , , , , , , , , ,5212,4721,2, ,3,2,1,2,6,5,0,0,6,7,7,31, ,41,2,41,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,649,40, , , , , ,689,689,689,1,371.450696687132
2024,07,18357,1,0083,1,1,202307183571008312,1,2,2,1,2, ,2,64,2,2,29,12,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,326.067800337869
2024,07,18357,1,0083,1,1,202307183571008313,1,3,5,1,2, ,2,18,3,3,16,6,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,404.219243862878
2024,07,18357,1,0084,1,1,202307183571008411,1,1,1,1,2, ,1,47,1,1,9,10,1976,1, , , , , , , , , , , , , , , ,7111,4100,3,5,1, ,3,100,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,630,120, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,2728,520, , , , , , , ,3248,3248,3248,1,371.450696687132
2024,07,18357,1,0084,1,1,202307183571008412,1,2,2,1,2, ,2,43,2,2,1,4,1981,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,2,3,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,2, , , , , , , , , , , , ,1,413.936600359728
2024,07,18357,1,0084,1,1,202307183571008414,1,3,3,1,2, ,1,25,3,3,23,11,1998,1, , , , , , , , , , , , , , , ,4417,8411,3,2, , ,5,600,0,8,8,8,8,8,0,40,4,44,1, ,1,1,1,2,4,3000, , , , , ,400, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000, , , , ,400, , , ,3400,3000,3400,1,416.020061934167
2024,07,18357,1,0084,1,1,202307183571008415,1,4,3,1,2, ,1,14,4,4,22,5,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,377.185975330111
2024,07,18357,1,0084,1,1,202307183571008413,1,5,6,1,2, ,2,73,5,1,13,10,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,326.067800337869
2024,07,18357,1,0084,1,1,202307183571008416,1,6,11,1,2, ,1,23,6,6,3,1,2001,1, , , , , , , , , , , , , , , ,7111,4100,3,5,3,2,1,5,0,0,0,0,8,8,8,24, ,48,2,48,2, ,2,1,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1516, , , , , , , , ,1516,1516,1516,1,377.185975330111
2024,07,47251,1,0006,1,1,202307472511000611,1,1,1,1,2, ,1,43,1,1,3,12,1980,1, , , , , , , , , , , , , , , ,8343,4923,3,5,1, ,1,15,6,8,8,8,8,8,8,54, ,54,1, ,1,1,1,1,2,420, , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1819, , , , , , , , ,1819,1819,1819,1,483.518725799456
2024,07,47251,1,0006,1,1,202307472511000612,1,2,2,1,2, ,2,37,2,2,29,12,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,481.097225545259
2024,07,47251,1,0007,1,1,202307472511000711,1,1,1,1,2, ,1,86,1,1,22,6,1938,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,431.718044376195
2024,07,47251,1,0007,1,1,202310472511000712,1,2,2,1,2, ,2,75,2,2,2,3,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,7,4, , , , , , , , , , , , ,1,378.971837585435
2024,07,47251,1,0008,1,1,202307472511000811,1,1,1,1,2, ,2,77,1,1,17,7,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,1,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,378.971837585435
2024,07,47251,1,0008,1,1,202307472511000812,1,2,2,1,2, ,1,82,2,2,26,11,1941,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,431.718044376195
2024,07,47251,1,0008,1,1,202307472511000813,1,3,3,1,2, ,1,41,3,3,18,12,1982,1, , , , , , , , , , , , , , , ,9334,4921,2, ,3,2,1,1,0,10,10,0,0,0,10,30, ,30,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,1,2,10,9,1, , ,650, , , , , , ,650,650,650,1,483.518725799456
2024,07,17910,1,0092,1,1,202304179101009211,1,1,1,1,2, ,2,70,1,1,26,10,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,501.383458305203
2024,07,17910,1,0092,1,1,202304179101009212,1,2,3,1,2, ,2,51,2,1,7,11,1972,1, , , , , , , , , , , , , , , ,2255,8610,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2500,15, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500,450, , , , , , ,58,2950,2950,3008,1,501.383458305203
