ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_son24
2024,09,24789,1,0060,1,1,202409247891006014,1,4,4,1,2, ,2,32,4,4,23,11,1991,1, , , , , , , , , , , , , , , ,2161,7110,3,5,2,2,1,12,8,11,11,11,11,0,8,60,4,64,1, ,2, ,2,2,4,3000,24, , , , ,2000, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000,104, , , ,2000, , ,500,5104,3104,5604,1,913.313486224408
2024,09,24789,1,0061,1,1,202409247891006111,1,1,1,1,2, ,2,57,1,1,6,11,1966,1, , , , , , , , , , , , , , , ,5120,5629,3,5,3,2,1,2,0,7,0,7,0,0,0,14,28,42,1, ,2, ,2,2,2,120,12, , , , ,120,260, , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,520,360, , , ,120, ,260, ,1260,880,1260,1,745.991829638758
2024,09,24789,1,0061,1,1,202409247891006112,1,2,3,1,2, ,2,23,2,2,3,2,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,4, , ,1,2,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,917.018506478464
2024,09,24789,1,0061,1,1,202409247891006113,1,3,7,1,2, ,2,60,3,3,10,12,1963,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,7391,3212,2, ,3,2,1,1,3,3,3,3,3,3,3,21, ,21,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,120, , , , , , ,120,120,120,1,745.991829638758
2024,09,24789,1,0061,1,1,202409247891006114,1,5,7,1,2, ,1,55,5,5,22,12,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,1, , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,811.265283804523
2024,09,24789,1,0061,1,1,202409247891006115,1,4,8,1,1, ,2,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,09,23720,1,0037,1,1,202409237201003711,1,1,1,1,2, ,2,41,1,1,29,5,1983,1, , , , , , , , , , , , , , , ,7399,3290,3,5,3,2,1,5,0,6,6,6,6,0,0,24, ,30,2,30,1,1,1,2,2,300, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1299, , , , , , , , ,1299,1299,1299,1,941.289067383651
2024,09,23720,1,0037,1,1,202409237201003712,1,2,3,1,2, ,2,20,2,2,22,9,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,945.107575609118
2024,09,23720,1,0037,1,1,202409237201003713,1,3,3,1,2, ,1,15,3,3,18,9,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,875.348267150394
2024,09,23720,1,0037,1,1,202409237201003714,1,4,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,23720,1,0038,1,1,202409237201003811,1,1,1,1,2, ,2,46,1,1,13,11,1977,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,6,6,6,6,6,6,36, ,36,1, ,1,2,2,2,5, ,170, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,10,7,1, ,736, , , , , , , ,736,736,736,1,768.842203895756
2024,09,23720,1,0038,1,1,202409237201003812,1,2,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,23720,1,0038,1,1,202409237201003813,1,3,3,1,2, ,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,23720,1,0044,1,1,202409237201004411,1,1,1,1,2, ,1,84,1,1,19,1,1940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,836.115040356977
2024,09,23720,1,0045,1,1,202409237201004511,1,1,1,1,2, ,1,57,1,1,26,6,1967,2,1, , , , , , , , , , , , , , ,8332,4923,3,5,1, ,1,11,0,0,0,0,0,0,0,0, ,66,2,66,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,2000, , , , , , , ,501,2000,2000,2501,1,836.115040356977
2024,09,23720,1,0045,1,1,202409237201004512,1,2,2,1,2, ,2,48,2,2,6,6,1976,2,1, , , , , , , , , , , , , , ,4416,4923,3,5,1, ,1,11,0,0,0,0,0,0,0,0, ,30,2,30,2, ,2,2,4,1500, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1500, , , , , , , ,375,1500,1500,1875,1,768.842203895756
2024,09,23720,1,0045,1,1,202409237201004513,1,3,3,1,2, ,2,29,3,3,2,12,1994,1, , , , , , , , , , , , , , , ,2142,4100,3,5,1, ,4,500,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,4500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4500, , , , , , , ,1125,4500,4500,5625,1,941.289067383651
2024,09,23720,1,0045,1,1,202409237201004514,1,4,3,1,2, ,2,28,4,4,14,4,1996,1, , , , , , , , , , , , , , , ,2421,4923,3,5,1, ,1,15,0,7,7,7,7,0,0,28, ,28,1, ,2, ,2,2,4,1225, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1225, , , , , , , ,276,1225,1225,1501,1,941.289067383651
2024,09,23720,1,0045,1,1,202409237201004515,1,5,3,1,2, ,2,27,5,5,12,8,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,941.289067383651
2024,09,23720,1,0045,1,1,202409237201004516,1,6,3,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,27392,1,0037,1,1,202409273921003711,1,1,1,1,2, ,1,68,1,1,2,7,1956,1, , , , , , , , , , , , , , , ,7128,4330,2, ,3,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1, , ,700, , , , , , ,700,700,700,1,785.17266574675
2024,09,27392,1,0038,1,1,202409273921003811,1,1,1,1,2, ,2,76,1,1,19,4,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,721.998593056884
2024,09,27392,1,0038,1,1,202409273921003812,1,2,3,1,2, ,1,39,2,2,4,11,1984,1, , , , , , , , , , , , , , , ,9629,8542,2, ,2,2,1,1,0,6,6,6,6,6,0,30, ,30,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , ,1950, , , , , , ,1950,1950,1950,1,962.134734423431
2024,09,27392,1,0038,1,1,202409273921003813,1,3,3,2, ,2,2,37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,09,27392,1,0038,1,1,202409273921003814,1,4,4,2, ,2,1,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,09,27392,1,0038,1,1,202409273921003815,1,5,5,2, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,09,27392,1,0039,1,1,202409273921003911,1,1,1,1,2, ,1,77,1,1,6,5,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,785.17266574675
2024,09,27392,1,0039,1,1,202409273921003912,1,2,2,1,2, ,2,71,2,2,22,12,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,1,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,721.998593056884
2024,09,27392,1,0039,1,1,202409273921003913,1,3,3,1,1, ,2,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,09,27392,1,0039,1,1,202409273921003914,1,4,3,2, ,2,1,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,09,18808,1,0043,1,1,202409188081004313,1,1,1,1,2, ,2,31,1,1,24,10,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,939.987406583661
2024,09,18808,1,0043,1,1,202409188081004314,1,2,2,1,2, ,1,37,2,2,4,8,1987,1, , , , , , , , , , , , , , , ,9629,9603,3,5,1, ,5,550,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,1500, , , , , , , ,375,1500,1500,1875,1,1023.14168204936
2024,09,18808,1,0044,1,1,202409188081004411,1,1,1,1,2, ,2,41,1,1,3,11,1982,1, , , , , , , , , , , , , , , ,5212,4711,3,5,3,2,1,2,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,120, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,520, , , , , , , , ,520,520,520,1,939.987406583661
2024,09,18808,1,0044,1,1,202409188081004412,1,2,2,1,2, ,1,38,2,2,30,8,1986,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,3,0,0,0,0,8,8,8,24, ,48,2,48,2, ,2,2,2,160, , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,693, , , , , , , , ,693,693,693,1,1023.14168204936
2024,09,18808,1,0044,1,1,202409188081004414,1,3,3,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,18808,1,0044,1,1,202409188081004415,1,4,3,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,18808,1,0046,1,1,202409188081004611,1,1,1,1,2, ,1,50,1,1,1,12,1973,1, , , , , , , , , , , , , , , ,9333,2392,3,5,1, ,1,20,0,10,10,0,10,10,10,50,15,65,1, ,2, ,2,2,2,300, , , , , ,480, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,7,1,1299, , , , ,480, , ,21,1779,1299,1800,1,834.958819372344
2024,09,18808,1,0046,1,1,202409188081004612,1,2,2,1,2, ,2,49,2,2,11,8,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,767.779011096789
2024,09,18808,1,0046,1,1,202409188081004613,1,3,3,1,2, ,2,20,3,3,31,8,2004,1, , , , , , , , , , , , , , , ,7513,1071,2, ,3,2,1,1,0,8,6,6,5,6,6,37, ,37,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1099,43, , , , , ,1142,1142,1142,1,943.80063438822
2024,09,18808,1,0046,1,1,202409188081004614,1,4,3,1,2, ,2,15,4,4,14,3,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,943.80063438822
2024,09,18808,1,0046,1,1,202409188081004615,1,5,3,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,18808,1,0141,1,1,202409188081014111,1,1,1,1,2, ,1,46,1,1,27,3,1978,1, , , , , , , , , , , , , , , ,7111,4100,3,5,3,2,1,2,0,8,8,8,8,0,5,37, ,45,2,45,2, ,2,2,2,750, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,1,1,1,3248, , , , , , , , ,3248,3248,3248,1,834.958819372344
2024,09,18808,1,0141,1,1,202409188081014112,1,2,2,1,2, ,2,44,2,2,1,12,1979,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,939.987406583661
2024,09,18808,1,0141,1,1,202409188081014113,1,3,3,1,2, ,2,17,3,3,6,8,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,943.80063438822
2024,09,18808,1,0141,1,1,202409188081014114,1,4,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,18808,1,0141,1,1,202409188081014115,1,5,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,2113001,1,0001,1,1,20240921130011000111,1,1,1,1,2, ,1,44,1,1,3,11,1979,1, , , , , , , , , , , , , , , ,7128,4330,3,5,3,2,1,2,0,0,8,8,8,0,0,24, ,24,1, ,1,1,1,1,2,240,108, , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1039,468, , , , , , , ,1507,1507,1507,1,883.622361065357
2024,09,2113001,1,0001,1,1,20240921130011000112,1,2,3,1,2, ,2,21,2,1,9,12,2002,1, , , , , , , , , , , , , , , ,5142,9602,3,5,2,2,1,6,9,9,0,9,9,9,0,45, ,45,1, ,1,1,1,2,3,513, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1,1026, , , , , , , , ,1026,1026,1026,1,815.100547230824
2024,09,2113001,1,0001,1,1,20240921130011000113,1,3,3,1,2, ,2,17,3,1,1,1,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,815.100547230824
2024,09,2113001,1,0002,1,1,20240921130011000211,1,1,1,1,2, ,1,69,1,1,11,8,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,7, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,1,1,3, , , , , , , , , , , , ,1,721.10079797388
2024,09,2113001,1,0002,1,1,20240921130011000212,1,2,2,1,2, ,2,67,2,2,20,7,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,663.081872691252
2024,09,2113001,1,0005,1,1,20240921130011000511,1,1,1,1,2, ,1,43,1,1,29,6,1981,1, , , , , , , , , , , , , , , ,7411,4321,3,5,2,1,1,4,0,0,8,8,8,8,0,32, ,32,1, ,1,1,1,2,2,600,110, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2598,477, , , , , , , ,3075,3075,3075,1,883.622361065357
2024,09,2113001,1,0006,1,1,20240921130011000611,1,1,1,1,2, ,1,52,1,1,11,10,1971,1, , , , , , , , , , , , , , , ,9511,4781,2, ,3,2,1,1,8,0,0,0,0,0,0,8, ,22,2,22,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,1, , ,330, , , , , , ,330,330,330,1,721.10079797388
2024,09,2113001,1,0006,1,1,20240921130011000612,1,2,3,1,2, ,2,34,2,2,12,7,1990,2,1, , , , , , , , , , , , , , ,9629,5914,3,5,1, ,3,60,0,0,0,0,0,0,0,0, ,48,2,48,2, ,2,2,3,500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1000, , , , , , , ,192,1000,1000,1192,1,811.807305038602
2024,09,2113001,1,0006,1,1,20240921130011000613,1,3,3,1,2, ,2,32,3,3,31,7,1992,1, , , , , , , , , , , , , , , ,8153,1410,3,5,1, ,4,110,0,9,9,9,9,0,13,49, ,54,2,54,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1500, , , , , , , ,200,1500,1500,1700,1,811.807305038602
2024,09,2113001,1,0006,1,1,20240921130011000614,1,4,5,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,2113001,1,0006,1,1,20240921130011000615,1,5,5,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,09,24443,1,0087,1,1,202409244431008711,1,1,1,1,2, ,2,65,1,1,21,8,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,7, , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,3, , , , , , , , , , , , ,1,825.9007266388
2024,09,24443,1,0087,1,1,202409244431008712,1,2,2,1,2, ,1,65,2,2,21,4,1959,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,2,0,6,6,12,5,8,5,42, ,42,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,6,5, ,2,2,2,2,2,2,10,7,1, , ,2425, , , , , , ,2425,2425,2425,1,898.166120285048
2024,09,24443,1,0088,1,1,202409244431008811,1,1,1,1,2, ,2,36,1,1,7,1,1988,1, , , , , , , , , , , , , , , ,7354,1410,3,5,1, ,5,1500,0,11,11,11,11,11,8,63, ,63,1, ,2, ,2,2,2,380,30, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1645,130, , , , , , , ,1775,1775,1775,1,1011.14548705851
2024,09,24443,1,0088,1,1,202409244431008812,1,2,2,1,2, ,1,40,2,2,24,3,1984,1, , , , , , , , , , , , , , , ,8332,4923,3,5,3,2,1,3,0,0,8,8,8,8,0,32, ,32,1, ,1,1,1,2,3,700, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1,1400, , , , , , , ,58,1400,1400,1458,1,1100.59463262989
2024,09,24443,1,0088,1,1,202409244431008813,1,3,3,1,2, ,1,14,3,3,2,4,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,940.310984800655
